job_title,company_size,posted_date,year,quarter,description,years_experience_true,skill_count_true,degree_level_true
Data Analyst,mid-size,2022-08-15,2022,2022Q3,"We are looking for a Data Analyst with 2+ years of experience. Required skills: SAP, Looker, AWS, Salesforce. Master's preferred. high-growth",2,4,Master's preferred
Data Analyst,enterprise,2022-08-15,2022,2022Q3,"As a Data Analyst, you will work with Salesforce, SAP. Minimum 4 years experience required. None mentioned. Must thrive in a scrappy.",4,2,None mentioned
Data Analyst,enterprise,2022-08-15,2022,2022Q3,"As a Data Analyst, you will work with Power BI, Azure. Minimum 2 years experience required. Bachelor's required. Must thrive in a wear many hats.",2,2,Bachelor's required
Data Analyst,startup,2022-08-15,2022,2022Q3,"Data Analyst - join our team! Ideal candidate has 2 years of relevant experience and is proficient in AWS, Tableau, SQL, Looker. None mentioned. We're looking for someone who can high-growth.",2,4,None mentioned
Data Analyst,mid-size,2022-08-15,2022,2022Q3,"As a Data Analyst, you will work with Tableau, dbt, Spark, Git, Statistics, Machine Learning. Minimum 1 years experience required. Bachelor's required. Must thrive in a ownership mindset.",1,6,Bachelor's required
Data Analyst,startup,2022-08-15,2022,2022Q3,"As a Data Analyst, you will work with Looker, Azure, Spark. Minimum 3 years experience required. Bachelor's required. Must thrive in a fast-paced environment.",3,3,Bachelor's required
Data Analyst,startup,2022-08-15,2022,2022Q3,"As a Data Analyst, you will work with A/B Testing, Salesforce, dbt, R, Machine Learning. Minimum 2 years experience required. Bachelor's preferred. Must thrive in a self-starter.",2,5,Bachelor's preferred
Data Analyst,enterprise,2022-08-15,2022,2022Q3,"We are looking for a Data Analyst with 3+ years of experience. Required skills: Spark, Salesforce, Tableau, Snowflake. Bachelor's preferred. fast-paced environment",3,4,Bachelor's preferred
Data Analyst,startup,2022-08-15,2022,2022Q3,"As a Data Analyst, you will work with Snowflake, Excel, GCP, Looker. Minimum 3 years experience required. Bachelor's required. Must thrive in a scrappy.",3,4,Bachelor's required
Data Analyst,startup,2022-08-15,2022,2022Q3,"We are looking for a Data Analyst with 3+ years of experience. Required skills: Excel, Azure, SQL, Statistics, Python. Bachelor's preferred. fast-paced environment",3,5,Bachelor's preferred
Data Analyst,mid-size,2022-08-15,2022,2022Q3,Data Analyst - join our team! Ideal candidate has 4 years of relevant experience and is proficient in R. Bachelor's required. We're looking for someone who can high-growth.,4,1,Bachelor's required
Data Analyst,startup,2022-08-15,2022,2022Q3,"Data Analyst - join our team! Ideal candidate has 4 years of relevant experience and is proficient in AWS, Excel, Looker, dbt. Bachelor's preferred. We're looking for someone who can high-growth.",4,4,Bachelor's preferred
Data Analyst,mid-size,2022-08-15,2022,2022Q3,"We are looking for a Data Analyst with 3+ years of experience. Required skills: A/B Testing, GCP, Azure. Bachelor's required. fast-paced environment",3,3,Bachelor's required
Data Analyst,startup,2022-08-15,2022,2022Q3,"We are looking for a Data Analyst with 3+ years of experience. Required skills: Python, SQL, Power BI. Bachelor's required. wear many hats",3,3,Bachelor's required
Data Analyst,startup,2022-11-15,2022,2022Q4,"Data Analyst - join our team! Ideal candidate has 3 years of relevant experience and is proficient in A/B Testing, Power BI, Tableau, Statistics, Git, Snowflake, AWS. Master's required. We're looking for someone who can fast-paced environment, ambiguity, self-starter.",3,7,Master's required
Data Analyst,enterprise,2022-11-15,2022,2022Q4,"As a Data Analyst, you will work with SQL, Tableau, Airflow. Minimum 3 years experience required. None mentioned. Must thrive in a cross-functional collaboration.",3,3,None mentioned
Data Analyst,mid-size,2022-11-15,2022,2022Q4,"Data Analyst - join our team! Ideal candidate has 4 years of relevant experience and is proficient in GCP, Power BI. Bachelor's required. We're looking for someone who can wear many hats.",4,2,Bachelor's required
Data Analyst,mid-size,2022-11-15,2022,2022Q4,"As a Data Analyst, you will work with Python, Salesforce, SAP. Minimum 3 years experience required. Bachelor's required. Must thrive in a stakeholder management.",3,3,Bachelor's required
Data Analyst,mid-size,2022-11-15,2022,2022Q4,"Data Analyst - join our team! Ideal candidate has 2 years of relevant experience and is proficient in Machine Learning, AWS, Looker. Bachelor's preferred. We're looking for someone who can scrappy.",2,3,Bachelor's preferred
Data Analyst,enterprise,2022-11-15,2022,2022Q4,"Data Analyst - join our team! Ideal candidate has 2 years of relevant experience and is proficient in SQL, A/B Testing, Git. None mentioned. We're looking for someone who can high-growth.",2,3,None mentioned
Data Analyst,enterprise,2022-11-15,2022,2022Q4,"We are looking for a Data Analyst with 5+ years of experience. Required skills: Azure, AWS, Snowflake, Machine Learning. None mentioned. high-growth",5,4,None mentioned
Data Analyst,enterprise,2022-11-15,2022,2022Q4,"As a Data Analyst, you will work with Airflow, Git, Tableau, Looker. Minimum 2 years experience required. Bachelor's required. Must thrive in a high-growth.",2,4,Bachelor's required
Data Analyst,mid-size,2022-11-15,2022,2022Q4,"Data Analyst - join our team! Ideal candidate has 5 years of relevant experience and is proficient in Snowflake, Git, A/B Testing, SAP, Python. Bachelor's required. We're looking for someone who can cross-functional collaboration.",5,5,Bachelor's required
Data Analyst,startup,2022-11-15,2022,2022Q4,"We are looking for a Data Analyst with 2+ years of experience. Required skills: A/B Testing, Airflow. None mentioned. scrappy",2,2,None mentioned
Data Analyst,enterprise,2022-11-15,2022,2022Q4,"Data Analyst - join our team! Ideal candidate has 2 years of relevant experience and is proficient in Spark, Git, Looker. Bachelor's preferred. We're looking for someone who can cross-functional collaboration.",2,3,Bachelor's preferred
Data Analyst,enterprise,2022-11-15,2022,2022Q4,"Data Analyst - join our team! Ideal candidate has 3 years of relevant experience and is proficient in Azure, SAP, Git, Salesforce, Airflow, AWS. None mentioned. We're looking for someone who can ambiguity.",3,6,None mentioned
Data Analyst,enterprise,2022-11-15,2022,2022Q4,"As a Data Analyst, you will work with Snowflake, dbt, Looker, Machine Learning, Airflow. Minimum 3 years experience required. Master's required. Must thrive in a wear many hats.",3,5,Master's required
Data Analyst,mid-size,2022-11-15,2022,2022Q4,"As a Data Analyst, you will work with Statistics, Looker, Excel, Snowflake. Minimum 3 years experience required. Bachelor's preferred. Must thrive in a ambiguity.",3,4,Bachelor's preferred
Data Analyst,enterprise,2022-11-15,2022,2022Q4,"As a Data Analyst, you will work with SAP, Statistics, Python, dbt, Airflow, A/B Testing. Minimum 3 years experience required. Master's required. Must thrive in a wear many hats, scrappy.",3,6,Master's required
Data Analyst,mid-size,2022-11-15,2022,2022Q4,"As a Data Analyst, you will work with A/B Testing, GCP, Git, Machine Learning. Minimum 2 years experience required. Bachelor's preferred. Must thrive in a ownership mindset.",2,4,Bachelor's preferred
Data Analyst,enterprise,2022-11-15,2022,2022Q4,"We are looking for a Data Analyst with 2+ years of experience. Required skills: Machine Learning, SQL, SAP. Master's preferred. high-growth",2,3,Master's preferred
Data Analyst,startup,2022-11-15,2022,2022Q4,"Data Analyst - join our team! Ideal candidate has 0 years of relevant experience and is proficient in Azure, Airflow, AWS, Excel, Git. None mentioned. We're looking for someone who can ownership mindset.",0,5,None mentioned
Data Analyst,startup,2022-11-15,2022,2022Q4,"As a Data Analyst, you will work with SAP, dbt. Minimum 3 years experience required. None mentioned. Must thrive in a stakeholder management.",3,2,None mentioned
Data Analyst,startup,2022-11-15,2022,2022Q4,"Data Analyst - join our team! Ideal candidate has 4 years of relevant experience and is proficient in Excel, dbt, Power BI. Bachelor's required. We're looking for someone who can stakeholder management.",4,3,Bachelor's required
Data Analyst,startup,2022-11-15,2022,2022Q4,"We are looking for a Data Analyst with 4+ years of experience. Required skills: AWS, Excel, dbt, Azure. Bachelor's required. ownership mindset",4,4,Bachelor's required
Data Analyst,enterprise,2022-11-15,2022,2022Q4,"We are looking for a Data Analyst with 3+ years of experience. Required skills: Machine Learning, Tableau, R. Master's required. self-starter",3,3,Master's required
Data Analyst,startup,2022-11-15,2022,2022Q4,"As a Data Analyst, you will work with GCP, Spark, A/B Testing. Minimum 5 years experience required. Master's required. Must thrive in a ambiguity, wear many hats.",5,3,Master's required
Data Analyst,enterprise,2022-11-15,2022,2022Q4,"We are looking for a Data Analyst with 3+ years of experience. Required skills: R, Snowflake, Machine Learning, Git, SQL. Bachelor's preferred. cross-functional collaboration",3,5,Bachelor's preferred
Data Analyst,enterprise,2022-11-15,2022,2022Q4,"As a Data Analyst, you will work with Statistics, R, Salesforce, SAP. Minimum 2 years experience required. Bachelor's preferred. Must thrive in a scrappy.",2,4,Bachelor's preferred
Data Analyst,mid-size,2022-11-15,2022,2022Q4,We are looking for a Data Analyst with 4+ years of experience. Required skills: Excel. Bachelor's required. high-growth,4,1,Bachelor's required
Data Analyst,mid-size,2022-11-15,2022,2022Q4,"We are looking for a Data Analyst with 3+ years of experience. Required skills: Machine Learning, AWS, Power BI. Bachelor's required. scrappy",3,3,Bachelor's required
Data Analyst,mid-size,2022-11-15,2022,2022Q4,"Data Analyst - join our team! Ideal candidate has 5 years of relevant experience and is proficient in Excel, Salesforce, A/B Testing, Power BI. None mentioned. We're looking for someone who can self-starter, high-growth, fast-paced environment.",5,4,None mentioned
Data Analyst,mid-size,2022-11-15,2022,2022Q4,"As a Data Analyst, you will work with Snowflake, dbt, Airflow. Minimum 3 years experience required. Bachelor's required. Must thrive in a ownership mindset.",3,3,Bachelor's required
Data Analyst,startup,2022-11-15,2022,2022Q4,"As a Data Analyst, you will work with Salesforce, Airflow, GCP, Excel, Machine Learning. Minimum 2 years experience required. None mentioned. Must thrive in a high-growth, ownership mindset, scrappy.",2,5,None mentioned
Data Analyst,mid-size,2022-11-15,2022,2022Q4,"As a Data Analyst, you will work with Spark, Airflow, Azure, A/B Testing, dbt. Minimum 2 years experience required. None mentioned. Must thrive in a cross-functional collaboration.",2,5,None mentioned
Data Analyst,mid-size,2022-11-15,2022,2022Q4,"We are looking for a Data Analyst with 2+ years of experience. Required skills: Spark, A/B Testing, dbt, Statistics, Azure. None mentioned. stakeholder management, wear many hats, high-growth",2,5,None mentioned
Data Analyst,mid-size,2022-11-15,2022,2022Q4,"As a Data Analyst, you will work with Salesforce, R, Power BI, Tableau, SQL, Airflow, Python, AWS. Minimum 4 years experience required. Bachelor's required. Must thrive in a ownership mindset, fast-paced environment, stakeholder management.",4,8,Bachelor's required
Data Analyst,enterprise,2022-11-15,2022,2022Q4,"We are looking for a Data Analyst with 2+ years of experience. Required skills: R, Airflow, SQL, Azure, Power BI, GCP. Master's required. ownership mindset",2,6,Master's required
Data Analyst,enterprise,2022-11-15,2022,2022Q4,"As a Data Analyst, you will work with Git, Machine Learning, Azure, R. Minimum 3 years experience required. None mentioned. Must thrive in a high-growth, fast-paced environment.",3,4,None mentioned
Data Analyst,mid-size,2022-11-15,2022,2022Q4,"As a Data Analyst, you will work with Spark, SQL, R, Salesforce. Minimum 4 years experience required. Bachelor's preferred. Must thrive in a high-growth.",4,4,Bachelor's preferred
Data Analyst,startup,2022-11-15,2022,2022Q4,Data Analyst - join our team! Ideal candidate has 4 years of relevant experience and is proficient in Machine Learning. Bachelor's preferred. We're looking for someone who can ownership mindset.,4,1,Bachelor's preferred
Data Analyst,startup,2022-11-15,2022,2022Q4,"We are looking for a Data Analyst with 2+ years of experience. Required skills: Airflow, A/B Testing, Machine Learning. None mentioned. stakeholder management",2,3,None mentioned
Data Analyst,enterprise,2022-11-15,2022,2022Q4,"As a Data Analyst, you will work with Spark, Power BI, Statistics, Airflow, Python. Minimum 5 years experience required. None mentioned. Must thrive in a wear many hats.",5,5,None mentioned
Data Analyst,startup,2022-11-15,2022,2022Q4,"We are looking for a Data Analyst with 3+ years of experience. Required skills: A/B Testing, Azure, Excel, Spark, GCP. Bachelor's preferred. wear many hats",3,5,Bachelor's preferred
Data Analyst,enterprise,2022-11-15,2022,2022Q4,"We are looking for a Data Analyst with 2+ years of experience. Required skills: AWS, Python, R, Statistics. None mentioned. high-growth",2,4,None mentioned
Data Analyst,mid-size,2022-11-15,2022,2022Q4,"Data Analyst - join our team! Ideal candidate has 5 years of relevant experience and is proficient in Looker, SAP, Excel. None mentioned. We're looking for someone who can ambiguity.",5,3,None mentioned
Data Analyst,startup,2022-11-15,2022,2022Q4,"Data Analyst - join our team! Ideal candidate has 2 years of relevant experience and is proficient in Python, Looker, Git, Statistics, R. Master's preferred. We're looking for someone who can stakeholder management.",2,5,Master's preferred
Data Analyst,mid-size,2022-11-15,2022,2022Q4,"As a Data Analyst, you will work with Machine Learning, Looker, dbt. Minimum 3 years experience required. Master's preferred. Must thrive in a wear many hats.",3,3,Master's preferred
Data Analyst,mid-size,2022-11-15,2022,2022Q4,"Data Analyst - join our team! Ideal candidate has 4 years of relevant experience and is proficient in SQL, Airflow, Git, R. Master's required. We're looking for someone who can cross-functional collaboration.",4,4,Master's required
Data Analyst,mid-size,2022-11-15,2022,2022Q4,"As a Data Analyst, you will work with Excel, Spark, Tableau, AWS. Minimum 4 years experience required. Bachelor's preferred. Must thrive in a fast-paced environment.",4,4,Bachelor's preferred
Data Analyst,enterprise,2022-11-15,2022,2022Q4,"Data Analyst - join our team! Ideal candidate has 3 years of relevant experience and is proficient in Spark, Salesforce, Airflow, Machine Learning. Bachelor's preferred. We're looking for someone who can ownership mindset.",3,4,Bachelor's preferred
Data Analyst,enterprise,2022-11-15,2022,2022Q4,"As a Data Analyst, you will work with Machine Learning, Spark. Minimum 2 years experience required. Bachelor's preferred. Must thrive in a scrappy.",2,2,Bachelor's preferred
Data Analyst,mid-size,2022-11-15,2022,2022Q4,"As a Data Analyst, you will work with Excel, Looker. Minimum 3 years experience required. None mentioned. Must thrive in a cross-functional collaboration.",3,2,None mentioned
Data Analyst,enterprise,2022-11-15,2022,2022Q4,"As a Data Analyst, you will work with Spark, Snowflake, Airflow, Azure, AWS. Minimum 1 years experience required. None mentioned. Must thrive in a self-starter.",1,5,None mentioned
Data Analyst,enterprise,2022-11-15,2022,2022Q4,"Data Analyst - join our team! Ideal candidate has 2 years of relevant experience and is proficient in Azure, A/B Testing, dbt. Bachelor's preferred. We're looking for someone who can scrappy.",2,3,Bachelor's preferred
Data Analyst,startup,2022-11-15,2022,2022Q4,"As a Data Analyst, you will work with SAP, Excel, Git, Snowflake. Minimum 2 years experience required. Bachelor's preferred. Must thrive in a ambiguity.",2,4,Bachelor's preferred
Data Analyst,enterprise,2022-11-15,2022,2022Q4,"Data Analyst - join our team! Ideal candidate has 4 years of relevant experience and is proficient in SQL, Tableau, AWS, Spark. None mentioned. We're looking for someone who can ownership mindset.",4,4,None mentioned
Data Analyst,mid-size,2022-11-15,2022,2022Q4,"Data Analyst - join our team! Ideal candidate has 2 years of relevant experience and is proficient in Excel, GCP, Python, Spark. Master's preferred. We're looking for someone who can high-growth.",2,4,Master's preferred
Data Analyst,mid-size,2022-11-15,2022,2022Q4,"Data Analyst - join our team! Ideal candidate has 4 years of relevant experience and is proficient in Machine Learning, Tableau, A/B Testing, Looker, Git. Bachelor's preferred. We're looking for someone who can wear many hats.",4,5,Bachelor's preferred
Data Analyst,mid-size,2022-11-15,2022,2022Q4,"Data Analyst - join our team! Ideal candidate has 3 years of relevant experience and is proficient in Git, Spark, Python, dbt, Looker. None mentioned. We're looking for someone who can stakeholder management.",3,5,None mentioned
Data Analyst,startup,2022-11-15,2022,2022Q4,"As a Data Analyst, you will work with Spark, Excel, Snowflake, SAP, A/B Testing. Minimum 2 years experience required. None mentioned. Must thrive in a fast-paced environment.",2,5,None mentioned
Data Analyst,enterprise,2022-11-15,2022,2022Q4,"As a Data Analyst, you will work with Snowflake, A/B Testing, Git. Minimum 4 years experience required. None mentioned. Must thrive in a high-growth.",4,3,None mentioned
Data Analyst,mid-size,2022-11-15,2022,2022Q4,"We are looking for a Data Analyst with 2+ years of experience. Required skills: Airflow, Excel, Spark, AWS. Bachelor's preferred. cross-functional collaboration",2,4,Bachelor's preferred
Data Analyst,mid-size,2022-11-15,2022,2022Q4,"As a Data Analyst, you will work with Airflow, Git, SQL. Minimum 2 years experience required. Bachelor's preferred. Must thrive in a wear many hats.",2,3,Bachelor's preferred
Data Analyst,enterprise,2022-11-15,2022,2022Q4,"Data Analyst - join our team! Ideal candidate has 5 years of relevant experience and is proficient in Snowflake, Airflow, Salesforce, Spark, Excel, A/B Testing, Statistics. Bachelor's preferred. We're looking for someone who can self-starter.",5,7,Bachelor's preferred
Data Analyst,startup,2022-11-15,2022,2022Q4,"As a Data Analyst, you will work with Statistics, Airflow, Excel, R. Minimum 2 years experience required. None mentioned. Must thrive in a high-growth.",2,4,None mentioned
Data Analyst,mid-size,2022-11-15,2022,2022Q4,"As a Data Analyst, you will work with AWS, Looker, Azure. Minimum 4 years experience required. None mentioned. Must thrive in a ownership mindset, wear many hats, ambiguity.",4,3,None mentioned
Data Analyst,startup,2022-11-15,2022,2022Q4,"Data Analyst - join our team! Ideal candidate has 5 years of relevant experience and is proficient in Azure, Git, SQL, AWS, Snowflake, dbt. Bachelor's required. We're looking for someone who can ambiguity.",5,6,Bachelor's required
Data Analyst,mid-size,2022-11-15,2022,2022Q4,Data Analyst - join our team! Ideal candidate has 3 years of relevant experience and is proficient in Python. Bachelor's preferred. We're looking for someone who can stakeholder management.,3,1,Bachelor's preferred
Data Analyst,mid-size,2022-11-15,2022,2022Q4,"Data Analyst - join our team! Ideal candidate has 3 years of relevant experience and is proficient in R, dbt, Power BI, GCP, Azure, Looker. Bachelor's preferred. We're looking for someone who can high-growth.",3,6,Bachelor's preferred
Data Analyst,startup,2022-11-15,2022,2022Q4,"We are looking for a Data Analyst with 2+ years of experience. Required skills: Azure, AWS, Git, Power BI, Tableau, GCP. None mentioned. wear many hats, cross-functional collaboration, fast-paced environment",2,6,None mentioned
Data Analyst,mid-size,2022-11-15,2022,2022Q4,"Data Analyst - join our team! Ideal candidate has 2 years of relevant experience and is proficient in Power BI, Git, Tableau, Looker. Bachelor's preferred. We're looking for someone who can ambiguity.",2,4,Bachelor's preferred
Data Analyst,enterprise,2022-11-15,2022,2022Q4,"We are looking for a Data Analyst with 2+ years of experience. Required skills: Git, Python, Excel, R. Master's preferred. scrappy",2,4,Master's preferred
Data Analyst,enterprise,2022-11-15,2022,2022Q4,"We are looking for a Data Analyst with 4+ years of experience. Required skills: Statistics, Machine Learning, Excel. None mentioned. self-starter",4,3,None mentioned
Data Analyst,mid-size,2022-11-15,2022,2022Q4,"As a Data Analyst, you will work with Spark, Machine Learning, Airflow. Minimum 4 years experience required. None mentioned. Must thrive in a cross-functional collaboration.",4,3,None mentioned
Data Analyst,enterprise,2022-11-15,2022,2022Q4,"We are looking for a Data Analyst with 2+ years of experience. Required skills: Python, dbt, Airflow, R, SQL. None mentioned. ownership mindset",2,5,None mentioned
Data Analyst,enterprise,2022-11-15,2022,2022Q4,"We are looking for a Data Analyst with 3+ years of experience. Required skills: Tableau, Statistics, AWS, GCP. Bachelor's required. high-growth",3,4,Bachelor's required
Data Analyst,startup,2022-11-15,2022,2022Q4,"As a Data Analyst, you will work with A/B Testing, Looker. Minimum 0 years experience required. Bachelor's required. Must thrive in a cross-functional collaboration.",0,2,Bachelor's required
Data Analyst,mid-size,2022-11-15,2022,2022Q4,"As a Data Analyst, you will work with Excel, Spark, Power BI. Minimum 1 years experience required. None mentioned. Must thrive in a ambiguity, cross-functional collaboration.",1,3,None mentioned
Data Analyst,startup,2022-11-15,2022,2022Q4,We are looking for a Data Analyst with 3+ years of experience. Required skills: SQL. None mentioned. ownership mindset,3,1,None mentioned
Data Analyst,startup,2022-11-15,2022,2022Q4,"Data Analyst - join our team! Ideal candidate has 3 years of relevant experience and is proficient in SQL, GCP, Snowflake, Excel. None mentioned. We're looking for someone who can wear many hats.",3,4,None mentioned
Data Analyst,enterprise,2022-11-15,2022,2022Q4,We are looking for a Data Analyst with 3+ years of experience. Required skills: Power BI. None mentioned. wear many hats,3,1,None mentioned
Data Analyst,enterprise,2022-11-15,2022,2022Q4,"As a Data Analyst, you will work with Azure, Looker, SAP, Excel, R. Minimum 3 years experience required. Master's preferred. Must thrive in a stakeholder management.",3,5,Master's preferred
Data Analyst,mid-size,2022-11-15,2022,2022Q4,"Data Analyst - join our team! Ideal candidate has 3 years of relevant experience and is proficient in Airflow, Spark, Machine Learning, dbt, Salesforce. None mentioned. We're looking for someone who can fast-paced environment.",3,5,None mentioned
Data Analyst,enterprise,2022-11-15,2022,2022Q4,"Data Analyst - join our team! Ideal candidate has 1 years of relevant experience and is proficient in Statistics, Spark, Python, dbt, Snowflake, Machine Learning. Master's required. We're looking for someone who can self-starter.",1,6,Master's required
Data Analyst,enterprise,2022-11-15,2022,2022Q4,"As a Data Analyst, you will work with SAP, Git, Azure, AWS, Power BI, Airflow. Minimum 2 years experience required. Bachelor's required. Must thrive in a wear many hats.",2,6,Bachelor's required
Data Analyst,mid-size,2022-11-15,2022,2022Q4,"We are looking for a Data Analyst with 5+ years of experience. Required skills: Git, Python, Excel, A/B Testing. None mentioned. self-starter",5,4,None mentioned
Data Analyst,mid-size,2022-11-15,2022,2022Q4,"As a Data Analyst, you will work with Salesforce, Spark. Minimum 2 years experience required. None mentioned. Must thrive in a ownership mindset.",2,2,None mentioned
Data Analyst,mid-size,2022-11-15,2022,2022Q4,We are looking for a Data Analyst with 2+ years of experience. Required skills: dbt. Bachelor's preferred. wear many hats,2,1,Bachelor's preferred
Data Analyst,enterprise,2022-11-15,2022,2022Q4,"As a Data Analyst, you will work with SAP, Salesforce. Minimum 3 years experience required. None mentioned. Must thrive in a ownership mindset.",3,2,None mentioned
Data Analyst,enterprise,2022-11-15,2022,2022Q4,"As a Data Analyst, you will work with Power BI, SAP. Minimum 3 years experience required. Bachelor's preferred. Must thrive in a scrappy.",3,2,Bachelor's preferred
Data Analyst,enterprise,2022-11-15,2022,2022Q4,"As a Data Analyst, you will work with A/B Testing, Tableau, AWS, SAP, SQL. Minimum 4 years experience required. None mentioned. Must thrive in a cross-functional collaboration, self-starter.",4,5,None mentioned
Data Analyst,startup,2022-11-15,2022,2022Q4,"Data Analyst - join our team! Ideal candidate has 2 years of relevant experience and is proficient in Statistics, Excel, dbt, Snowflake, GCP, Looker. None mentioned. We're looking for someone who can ownership mindset.",2,6,None mentioned
Data Analyst,enterprise,2022-11-15,2022,2022Q4,"Data Analyst - join our team! Ideal candidate has 2 years of relevant experience and is proficient in A/B Testing, Airflow, Python, Machine Learning. None mentioned. We're looking for someone who can fast-paced environment.",2,4,None mentioned
Data Analyst,enterprise,2022-11-15,2022,2022Q4,"Data Analyst - join our team! Ideal candidate has 4 years of relevant experience and is proficient in Airflow, R, Spark. Bachelor's preferred. We're looking for someone who can high-growth.",4,3,Bachelor's preferred
Data Analyst,enterprise,2022-11-15,2022,2022Q4,We are looking for a Data Analyst with 2+ years of experience. Required skills: Azure. Bachelor's preferred. high-growth,2,1,Bachelor's preferred
Data Analyst,startup,2022-11-15,2022,2022Q4,"Data Analyst - join our team! Ideal candidate has 4 years of relevant experience and is proficient in Snowflake, GCP, SQL, R. None mentioned. We're looking for someone who can fast-paced environment.",4,4,None mentioned
Data Analyst,startup,2022-11-15,2022,2022Q4,"As a Data Analyst, you will work with Snowflake, Power BI, Statistics, Looker. Minimum 2 years experience required. None mentioned. Must thrive in a self-starter.",2,4,None mentioned
Data Analyst,mid-size,2022-11-15,2022,2022Q4,"Data Analyst - join our team! Ideal candidate has 2 years of relevant experience and is proficient in Python, Machine Learning, Statistics. Bachelor's preferred. We're looking for someone who can scrappy, wear many hats.",2,3,Bachelor's preferred
Data Analyst,startup,2022-11-15,2022,2022Q4,"We are looking for a Data Analyst with 3+ years of experience. Required skills: dbt, Salesforce, A/B Testing. None mentioned. self-starter, ambiguity, fast-paced environment",3,3,None mentioned
Data Analyst,mid-size,2022-11-15,2022,2022Q4,"Data Analyst - join our team! Ideal candidate has 2 years of relevant experience and is proficient in AWS, Machine Learning, Airflow, R. Master's required. We're looking for someone who can ambiguity.",2,4,Master's required
Data Analyst,startup,2022-11-15,2022,2022Q4,"Data Analyst - join our team! Ideal candidate has 3 years of relevant experience and is proficient in AWS, Airflow. Master's preferred. We're looking for someone who can ownership mindset, self-starter.",3,2,Master's preferred
Data Analyst,mid-size,2022-11-15,2022,2022Q4,"Data Analyst - join our team! Ideal candidate has 2 years of relevant experience and is proficient in Salesforce, Git, A/B Testing, Looker. Bachelor's required. We're looking for someone who can wear many hats.",2,4,Bachelor's required
Data Analyst,startup,2022-11-15,2022,2022Q4,"As a Data Analyst, you will work with Git, Spark, SAP, Power BI. Minimum 3 years experience required. Master's preferred. Must thrive in a scrappy.",3,4,Master's preferred
Data Analyst,enterprise,2022-11-15,2022,2022Q4,"Data Analyst - join our team! Ideal candidate has 5 years of relevant experience and is proficient in R, A/B Testing, Tableau, GCP. None mentioned. We're looking for someone who can self-starter.",5,4,None mentioned
Data Analyst,enterprise,2022-11-15,2022,2022Q4,"We are looking for a Data Analyst with 3+ years of experience. Required skills: Azure, R, Python. None mentioned. self-starter",3,3,None mentioned
Data Analyst,mid-size,2022-11-15,2022,2022Q4,"We are looking for a Data Analyst with 4+ years of experience. Required skills: Excel, Spark, R, Git, GCP. Master's required. ownership mindset",4,5,Master's required
Data Analyst,startup,2022-11-15,2022,2022Q4,"Data Analyst - join our team! Ideal candidate has 3 years of relevant experience and is proficient in Looker, Salesforce, Snowflake, R, Excel, Machine Learning. None mentioned. We're looking for someone who can wear many hats.",3,6,None mentioned
Data Analyst,startup,2022-11-15,2022,2022Q4,"We are looking for a Data Analyst with 3+ years of experience. Required skills: Snowflake, Looker, Power BI, Tableau. None mentioned. stakeholder management",3,4,None mentioned
Data Analyst,mid-size,2022-11-15,2022,2022Q4,"As a Data Analyst, you will work with SQL, Machine Learning, SAP, Spark, A/B Testing. Minimum 3 years experience required. Bachelor's required. Must thrive in a high-growth.",3,5,Bachelor's required
Data Analyst,enterprise,2022-11-15,2022,2022Q4,"As a Data Analyst, you will work with Airflow, Excel. Minimum 3 years experience required. Master's preferred. Must thrive in a wear many hats.",3,2,Master's preferred
Data Analyst,enterprise,2022-11-15,2022,2022Q4,"As a Data Analyst, you will work with Azure, Power BI, R, Snowflake, Spark. Minimum 1 years experience required. None mentioned. Must thrive in a self-starter.",1,5,None mentioned
Data Analyst,startup,2022-11-15,2022,2022Q4,"We are looking for a Data Analyst with 2+ years of experience. Required skills: GCP, Git, A/B Testing. None mentioned. fast-paced environment",2,3,None mentioned
Data Analyst,startup,2022-11-15,2022,2022Q4,"We are looking for a Data Analyst with 3+ years of experience. Required skills: Python, SAP. None mentioned. ambiguity",3,2,None mentioned
Data Analyst,enterprise,2022-11-15,2022,2022Q4,"We are looking for a Data Analyst with 2+ years of experience. Required skills: Tableau, A/B Testing, Looker, dbt. None mentioned. ownership mindset, ambiguity, fast-paced environment",2,4,None mentioned
Data Analyst,mid-size,2022-11-15,2022,2022Q4,"We are looking for a Data Analyst with 3+ years of experience. Required skills: Salesforce, Git, Machine Learning, A/B Testing, Excel. None mentioned. self-starter",3,5,None mentioned
Data Analyst,mid-size,2022-11-15,2022,2022Q4,"Data Analyst - join our team! Ideal candidate has 3 years of relevant experience and is proficient in Azure, dbt, Git, Looker, Spark, Python. Bachelor's preferred. We're looking for someone who can ownership mindset.",3,6,Bachelor's preferred
Data Analyst,enterprise,2022-11-15,2022,2022Q4,"Data Analyst - join our team! Ideal candidate has 3 years of relevant experience and is proficient in Salesforce, Power BI, R. Master's required. We're looking for someone who can stakeholder management.",3,3,Master's required
Data Analyst,startup,2022-11-15,2022,2022Q4,"Data Analyst - join our team! Ideal candidate has 2 years of relevant experience and is proficient in AWS, Power BI, Snowflake, dbt. Bachelor's preferred. We're looking for someone who can high-growth.",2,4,Bachelor's preferred
Data Analyst,startup,2022-11-15,2022,2022Q4,"We are looking for a Data Analyst with 3+ years of experience. Required skills: Snowflake, Airflow. Bachelor's required. fast-paced environment",3,2,Bachelor's required
